"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1123",1967-10-28,13.8752547206519,43033,10,302,1967.82328767123,1414,1968,1123,2.63010701770917,4.96353864205244,2.98459560725859,-1.79800993234527,0.717147258611419,NA,NA,NA,NA
"1124",1967-10-29,14.045155798864,43034,10,303,1967.82602739726,1414,1968,1124,2.64227755332942,6.85672208498687,3.44549947665277,-1.80001788024154,0.71602241593691,NA,NA,NA,NA
"1125",1967-10-30,28.6000148323641,43035,10,304,1967.82876712329,1414,1968,1125,3.3534072364398,10.8534426867373,4.38977191356026,-1.69868766798138,0.685107068115496,NA,NA,NA,NA
"1126",1967-10-31,82.4020229328511,43036,10,305,1967.83150684932,1414,1968,1126,4.41160998677004,22.5361644457002,7.12423537789553,-1.49996220489797,0.579165987448194,NA,NA,NA,NA
"1127",1967-11-01,57.483198128415,43037,11,306,1967.83424657534,1415,1968,1127,4.05149269864033,30.0279929420989,9.03118620185017,-1.57618464474813,0.618990505224709,NA,NA,NA,NA
"1128",1967-11-02,41.3425956982689,43038,11,307,1967.83698630137,1415,1968,1128,3.72189334130688,34.8620831436088,10.4020047345578,-1.64654389547246,0.655197072794151,NA,NA,NA,NA
"1129",1967-11-03,63.7129043295241,43039,11,308,1967.8397260274,1415,1968,1129,4.15438712180296,43.0658780629913,12.5196328954954,-1.56308939207449,0.606787792637782,NA,NA,NA,NA
"1130",1967-11-04,45.3069541898838,43040,11,309,1967.84246575342,1415,1968,1130,3.81346053483237,47.5561208443101,14.0243901115269,-1.63597099636806,0.644069068371729,NA,NA,NA,NA
"1131",1967-11-05,17.641395287686,43041,11,310,1967.84520547945,1415,1968,1131,2.87024814539195,48.0698693427133,14.5916709337794,-1.79339114980985,0.702130659856679,NA,NA,NA,NA
"1132",1967-11-06,9.17465822345146,43042,11,311,1967.84794520548,1415,1968,1132,2.21644514239683,45.2948183985829,14.8644565537977,-1.88944252288663,0.718813149144857,NA,NA,NA,NA
"1133",1967-11-07,5.7483198128415,43043,11,312,1967.85068493151,1415,1968,1133,1.74890760564628,34.3442893814387,14.837083602308,-1.95618749543112,0.722228521267651,NA,NA,NA,NA
"1134",1967-11-08,4.16257641619557,43044,11,313,1967.85342465753,1415,1968,1134,1.42613421338323,26.7270577082645,14.7351429553807,-2.0016184555515,0.723450367025843,NA,NA,NA,NA
"1135",1967-11-09,3.48297210334731,43045,11,314,1967.85616438356,1415,1968,1135,1.24788598197692,21.3185400518471,14.7455257990493,-2.02574772346812,0.722330231116723,NA,NA,NA,NA
"1136",1967-11-10,3.08653625418583,43046,11,315,1967.85890410959,1415,1968,1136,1.12704950883364,12.6576303267988,14.7964961225129,-2.0429924650066,0.721390717833186,NA,NA,NA,NA
"1137",1967-11-11,2.88831832960509,43047,11,316,1967.86164383562,1415,1968,1137,1.06067443988877,6.59782520390182,14.8616248691608,-2.05378917387871,0.720618968443787,NA,NA,NA,NA
"1138",1967-11-12,2.60514986591832,43048,11,317,1967.86438356164,1415,1968,1138,0.957490203653538,4.4497901436493,14.9258097209298,-2.0687615836063,0.719741718483406,NA,NA,NA,NA
"1139",1967-11-13,2.20871401675683,43049,11,318,1967.86712328767,1415,1968,1139,0.792410453294089,3.45465525697864,14.9805556239093,-2.09073086155981,0.718688133853076,NA,NA,NA,NA
"1140",1967-11-14,1.92554555307006,43050,11,319,1967.8698630137,1415,1968,1140,0.655209331780604,2.90854464843986,14.9909384675778,-2.1093321315795,0.717723336708457,NA,NA,NA,NA
"1141",1967-11-15,1.755644474858,43051,11,320,1967.87260273973,1415,1968,1141,0.562836011649589,2.56469722824878,14.7672353812652,-2.12268283467926,0.716894167935456,NA,NA,NA,NA
"1142",1967-11-16,1.67069393575196,43052,11,321,1967.87534246575,1415,1968,1142,0.513239070510217,2.30580034716373,14.4321526992359,-2.13072940752207,0.716244488554693,NA,NA,NA,NA
"1143",1967-11-17,1.61406024301461,43053,11,322,1967.87808219178,1415,1968,1143,0.478752894439048,2.09544663128212,14.3453143703719,-2.13391976051638,0.715985420035358,NA,NA,NA,NA
"1144",1967-11-18,1.55742655027725,43054,11,323,1967.88082191781,1415,1968,1144,0.443034811836969,1.90531923423529,14.322660893277,-2.13646408776872,0.715691502666406,NA,NA,NA,NA
"1145",1967-11-19,1.47247601117122,43055,11,324,1967.88356164384,1415,1968,1145,0.386945345185925,1.74350868355713,14.322660893277,-2.14049835226856,0.715306538556252,NA,NA,NA,NA
"1146",1967-11-20,1.35920862569651,43056,11,325,1967.88630136986,1415,1968,1146,0.306902637512389,1.62215077054852,14.3330437369455,-2.14626730492688,0.714813686638142,NA,NA,NA,NA
"1147",1967-11-21,1.30257493295916,43057,11,326,1967.88904109589,1415,1968,1147,0.264343023093593,1.53315496767553,14.3500338447667,-2.14922325651398,0.714484901495996,NA,NA,NA,NA
"1148",1967-11-22,1.27425808659048,43058,11,327,1967.89178082192,1415,1968,1148,0.242364116374817,1.46438548363731,14.3717434269827,-2.1506423997021,0.714246572912721,NA,NA,NA,NA
"1149",1967-11-23,1.21762439385313,43059,11,328,1967.89452054795,1415,1968,1149,0.19690174229806,1.39966126336605,14.3915652194408,-2.15376074703276,0.71390240170046,NA,NA,NA,NA
"1150",1967-11-24,1.21762439385313,43060,11,329,1967.89726027397,1415,1968,1150,0.19690174229806,1.3430275706287,14.2641394107817,-2.15354642473093,0.713761049682549,NA,NA,NA,NA
"1151",1967-11-25,1.18930754748445,43061,11,330,1967.9,1415,1968,1151,0.173371244887866,1.2904391416583,14.0536508527746,-2.15503371357394,0.713513594919317,NA,NA,NA,NA
"1152",1967-11-26,1.13267385474709,43062,11,331,1967.90273972603,1415,1968,1152,0.124581080718434,1.24189597645485,13.8818619848046,-2.15832376949306,0.713151085478511,NA,NA,NA,NA
"1153",1967-11-27,1.07604016200974,43063,11,332,1967.90547945205,1415,1968,1153,0.0732877863308835,1.20144333878531,13.4552214995165,-2.16176095289397,0.712775650899634,NA,NA,NA,NA
"1154",1967-11-28,0.906139083797675,43064,11,333,1967.90821917808,1415,1968,1154,-0.0985624705957758,1.14480964604796,13.017254275681,-2.17376287457996,0.711849192480554,NA,NA,NA,NA
"1155",1967-11-29,0.934455930166353,43065,11,334,1967.91095890411,1415,1968,1155,-0.0677908119290222,1.09626648084451,12.0950689789411,-2.17126635526374,0.711843842186822,NA,NA,NA,NA
"1156",1967-11-30,0.849505391060321,43066,11,335,1967.91369863014,1415,1968,1156,-0.163100991733347,1.04367805187411,9.37665172754803,-2.17769955181922,0.711260885099336,NA,NA,NA,NA
"1157",1967-12-01,1.01940646927238,43067,12,336,1967.91643835616,1416,1968,1157,0.0192205650606076,1.01536120550543,7.49452533890994,-2.16454305408534,0.711953369414743,NA,NA,NA,NA
"1158",1967-12-02,1.04772331564106,43068,12,337,1967.91917808219,1416,1968,1158,0.0466195392487221,0.995134886670661,6.15136292615568,-2.1623520326121,0.711935789055596,NA,NA,NA,NA
"1159",1967-12-03,1.21762439385313,43069,12,338,1967.92191780822,1416,1968,1159,0.19690174229806,1.00727067797152,4.06818692829998,-2.1516175240145,0.712488881521328,NA,NA,NA,NA
"1160",1967-12-04,1.30257493295916,43070,12,339,1967.92465753425,1416,1968,1160,0.264343023093593,1.03963278810715,2.60137428640249,-2.14672667298363,0.712661325200895,NA,NA,NA,NA
"1161",1967-12-05,1.21762439385313,43071,12,340,1967.92739726027,1416,1968,1161,0.19690174229806,1.08413068954365,2.05391525660806,-2.15118887941085,0.712206177485506,NA,NA,NA,NA
"1162",1967-12-06,1.21762439385313,43072,12,341,1967.9301369863,1416,1968,1162,0.19690174229806,1.12458332721319,1.78868079562145,-2.15097455710901,0.712064825467584,NA,NA,NA,NA
"1163",1967-12-07,1.21762439385313,43073,12,342,1967.93287671233,1416,1968,1163,0.19690174229806,1.17717175618359,1.63765761498851,-2.15076023480719,0.711923473449673,NA,NA,NA,NA
"1164",1967-12-08,1.18930754748445,43074,12,343,1967.93561643836,1416,1968,1164,0.173371244887866,1.20144333878531,1.53854865269814,-2.1521464789724,0.711671134059479,NA,NA,NA,NA
"1165",1967-12-09,1.18930754748445,43075,12,344,1967.93835616438,1416,1968,1165,0.173371244887866,1.22166965762008,1.46209316750271,-2.15112652555981,0.711668314012745,NA,NA,NA,NA
"1166",1967-12-10,1.27425808659048,43076,12,345,1967.94109589041,1416,1968,1166,0.242364116374817,1.22976018515399,1.40168389524953,-2.14368284663104,0.712301382632666,NA,NA,NA,NA
"1167",1967-12-11,1.78396132122667,43077,12,346,1967.94383561644,1416,1968,1167,0.57883635299603,1.2985296691922,1.36487199497025,-2.11463056881284,0.714086332428913,NA,NA,NA,NA
"1168",1967-12-12,2.32198140223154,43078,12,347,1967.94657534247,1416,1968,1168,0.842420873868751,1.45629495610341,1.35543304618069,-2.08296902959277,0.715227519968812,NA,NA,NA,NA
"1169",1967-12-13,2.32198140223154,43079,12,348,1967.94931506849,1416,1968,1169,0.842420873868751,1.61406024301461,1.35920862569651,-2.08019807512084,0.715553962969174,NA,NA,NA,NA
"1170",1967-12-14,1.81227816759535,43080,12,349,1967.95205479452,1416,1968,1170,0.59458470996417,1.69901078212064,1.35543304618069,-2.10464949193115,0.715094927809107,NA,NA,NA,NA
"1171",1967-12-15,1.21762439385313,43081,12,350,1967.95479452055,1416,1968,1171,0.19690174229806,1.70305604588759,1.33749904348053,-2.13289437542227,0.713602966971698,NA,NA,NA,NA
"1172",1967-12-16,0.906139083797675,43082,12,351,1967.95753424658,1416,1968,1172,-0.0985624705957758,1.66260340821806,1.31201388174872,-2.149940816218,0.712411816827299,NA,NA,NA,NA
"1173",1967-12-17,1.01940646927238,43083,12,352,1967.9602739726,1416,1968,1173,0.0192205650606076,1.62619603431547,1.29219208929064,-2.13924975717537,0.713303553962708,NA,NA,NA,NA
"1174",1967-12-18,2.46356563407493,43084,12,353,1967.96301369863,1416,1968,1174,0.901609745259081,1.72328236472236,1.32239672541723,-2.05982354582972,0.7173799492797,NA,NA,NA,NA
"1175",1967-12-19,5.94653773742224,43085,12,354,1967.96575342466,1416,1968,1175,1.78280915732197,2.24107612689246,1.47153211629227,-1.95468014207011,0.717038366652181,NA,NA,NA,NA
"1176",1967-12-20,4.2475269553016,43086,12,355,1967.96849315068,1416,1968,1176,1.44633692070075,2.51615406304533,1.56780939394577,-1.99418491905114,0.71984768688118,NA,NA,NA,NA
"1177",1967-12-21,3.6245563351907,43087,12,356,1967.97123287671,1416,1968,1177,1.28773189052411,2.77505094413038,1.64520877402015,-2.00887460664068,0.719658236554813,NA,NA,NA,NA
"1178",1967-12-22,2.97326886871112,43088,12,357,1967.97397260274,1416,1968,1178,1.08966197676202,3.02585729768152,1.70184246675751,-2.02794842118856,0.719327183431142,NA,NA,NA,NA
"1179",1967-12-23,1.755644474858,43089,12,358,1967.97671232877,1416,1968,1179,0.562836011649589,3.14721521069014,1.71977646945767,-2.08339416779014,0.717866595748455,NA,NA,NA,NA
"1180",1967-12-24,2.23703086312551,43090,12,359,1967.97945205479,1416,1968,1180,0.805149479071519,3.32116155266916,1.75375668510008,-2.05384050240454,0.719016978990759,NA,NA,NA,NA
"1181",1967-12-25,1.44415916480255,43091,12,360,1967.98219178082,1416,1968,1181,0.367527259328823,3.17553205705882,1.76225173901069,-2.09386977232417,0.717574497258633,NA,NA,NA,NA
"1182",1967-12-26,1.98217924580741,43092,12,361,1967.98493150685,1416,1968,1182,0.684196868653857,2.60919512968527,1.79056858537936,-2.06170290397747,0.719246683233397,NA,NA,NA,NA
"1183",1967-12-27,1.55742655027725,43093,12,362,1967.98767123288,1416,1968,1183,0.443034811836969,2.22489507182465,1.80661479832162,-2.08337352216893,0.718617461638811,NA,NA,NA,NA
"1184",1967-12-28,1.01940646927238,43094,12,363,1967.9904109589,1416,1968,1184,0.0192205650606076,1.85273080526489,1.81039037783744,-2.10855628625812,0.716557092057905,NA,NA,NA,NA
"1185",1967-12-29,0.736238005585611,43095,12,364,1967.99315068493,1416,1968,1185,-0.30620183537402,1.53315496767553,1.80378311368475,-2.12718123500408,0.715014162434193,NA,NA,NA,NA
"1186",1967-12-30,0.622970620110902,43096,12,365,1967.99589041096,1416,1968,1186,-0.473255920037187,1.37134441699737,1.7962319546531,-2.1353361897959,0.714343681755129,NA,NA,NA,NA
"1187",1967-12-31,0.736238005585611,43097,12,366,1967.99863013699,1416,1968,1187,-0.30620183537402,1.15694543734882,1.78679300586354,-2.12153696138223,0.715576156802176,NA,NA,NA,NA
"1188",1968-01-01,0.821188544691643,43098,1,1,1968.00136612022,1417,1968,1188,-0.197002543409028,1.06794963447583,1.77924184683189,-2.11026443172062,0.716738663356125,NA,NA,NA,NA
"1189",1968-01-02,0.622970620110902,43099,1,2,1968.00409836066,1417,1968,1189,-0.473255920037187,0.873776973662044,1.75942005437382,-2.12299964312738,0.715937820169776,NA,NA,NA,NA
"1190",1968-01-03,0.566336927373547,43100,1,3,1968.00683060109,1417,1968,1190,-0.568566099841511,0.732192741818657,1.73487878752097,-2.12064080247603,0.716620989710592,NA,NA,NA,NA
"1191",1968-01-04,0.53802008100487,43101,1,4,1968.00956284153,1417,1968,1191,-0.619859394229062,0.663423257780441,1.71222531042602,-2.11516177299343,0.717595215546519,NA,NA,NA,NA
"1192",1968-01-05,0.509703234636192,43102,1,5,1968.01229508197,1417,1968,1192,-0.673926615499338,0.631061147644809,1.68862793845213,-2.10966493760156,0.718588390000136,NA,NA,NA,NA
"1193",1968-01-06,0.481386388267515,43103,1,6,1968.0150273224,1417,1968,1193,-0.731085029339286,0.61083482881004,1.66408667159927,-2.10414863919793,0.719602409649777,NA,NA,NA,NA
"1194",1968-01-07,0.481386388267515,43104,1,7,1968.01775956284,1417,1968,1194,-0.731085029339286,0.574427454907455,1.64048929962537,-2.09874002665093,0.720410883487308,NA,NA,NA,NA
"1195",1968-01-08,0.42475269553016,43105,1,8,1968.02049180328,1417,1968,1195,-0.856248172293292,0.5177937621701,1.61500413789356,-2.09304956299924,0.721702297608734,NA,NA,NA,NA
"1196",1968-01-09,0.396435849161483,43106,1,9,1968.02322404372,1417,1968,1196,-0.925241043780244,0.485431652034469,1.58574339664593,-2.08746177876682,0.722793962567001,NA,NA,NA,NA
"1197",1968-01-10,0.42475269553016,43107,1,10,1968.02595628415,1417,1968,1197,-0.856248172293292,0.465205333199699,1.54043644245605,-2.08220164120764,0.723341141631343,NA,NA,NA,NA
"1198",1968-01-11,0.481386388267515,43108,1,11,1968.02868852459,1417,1968,1198,-0.731085029339286,0.457114805665791,1.47908327532391,-2.07710557646292,0.723644778837431,NA,NA,NA,NA
"1199",1968-01-12,0.481386388267515,43109,1,12,1968.03142076503,1417,1968,1199,-0.731085029339286,0.453069541898838,1.41773010819178,-2.07169696391547,0.72445325267503,NA,NA,NA,NA
"1200",1968-01-13,0.53802008100487,43110,1,13,1968.03415300546,1417,1968,1200,-0.619859394229062,0.461160069432745,1.37525483863876,-2.06660701320772,0.724783918698761,NA,NA,NA,NA
"1201",1968-01-14,0.622970620110902,43111,1,14,1968.0368852459,1417,1968,1201,-0.473255920037187,0.481386388267515,1.35543304618069,-2.05836893515001,0.7254100020949,NA,NA,NA,NA
"1202",1968-01-15,0.622970620110902,43112,1,15,1968.03961748634,1417,1968,1202,-0.473255920037187,0.509703234636192,1.34599409739113,-2.05298304281864,0.72619935058865,NA,NA,NA,NA
"1203",1968-01-16,0.622970620110902,43113,1,16,1968.04234972678,1417,1968,1203,-0.473255920037187,0.542065344771824,1.33277956908575,-2.04759715048726,0.726988699082399,NA,NA,NA,NA
"1204",1968-01-17,0.679604312848257,43114,1,17,1968.04508196721,1417,1968,1204,-0.386244543047557,0.578472718674409,1.27331419171152,-2.03641227003227,0.728258109374124,NA,NA,NA,NA
"1205",1968-01-18,0.736238005585611,43115,1,18,1968.04781420765,1417,1968,1205,-0.30620183537402,0.614880092576994,1.09963753398364,-2.02568085899308,0.729486576026776,NA,NA,NA,NA
"1206",1968-01-19,1.13267385474709,43116,1,19,1968.05054644809,1417,1968,1206,0.124581080718434,0.707921159216934,0.995809097298487,-1.99151734358255,0.732637284854433,NA,NA,NA,NA
"1207",1968-01-20,3.28475417876657,43117,1,20,1968.05327868852,1417,1968,1207,1.18929181771086,1.10031174461146,0.984482358751016,-1.87980625123913,0.737247719653493,NA,NA,NA,NA
"1208",1968-01-21,8.55168760334056,43118,1,21,1968.05601092896,1417,1968,1208,2.14612864397937,2.23298559935856,1.17042964990533,-1.74745029688522,0.73082777558062,NA,NA,NA,NA
"1209",1968-01-22,7.2491126703814,43119,1,22,1968.0587431694,1417,1968,1209,1.98087907108406,3.17957732082577,1.35354525642278,-1.76457190127885,0.733563973647371,NA,NA,NA,NA
"1210",1968-01-23,5.88990404468489,43120,1,23,1968.06147540984,1417,1968,1210,1.77323970630582,3.9319963814792,1.47530769580809,-1.78780234019745,0.736878753115124,NA,NA,NA,NA
"1211",1968-01-24,4.04930903072086,43121,1,24,1968.06420765027,1417,1968,1211,1.3985462568644,4.41338276974671,1.56214602467203,-1.83139480510975,0.740675238726504,NA,NA,NA,NA
"1212",1968-01-25,3.08653625418583,43122,1,25,1968.06693989071,1417,1968,1212,1.12704950883364,4.74913966240389,1.59895792495132,-1.85662210270321,0.740772808887329,NA,NA,NA,NA
"1213",1968-01-26,2.86000148323641,43123,1,26,1968.06967213115,1417,1968,1213,1.05082214344576,4.99590075218808,1.64237708938329,-1.85873734180906,0.74134794006974,NA,NA,NA,NA
"1214",1968-01-27,2.35029824860022,43124,1,27,1968.07240437158,1417,1968,1214,0.854542234401096,4.8624070478786,1.68674014869421,-1.87541072516951,0.741723575589677,NA,NA,NA,NA
"1215",1968-01-28,2.7467340977617,43125,1,28,1968.07513661202,1417,1968,1215,1.01041260510788,4.03312797565305,1.75375668510008,-1.84966113408728,0.742760073788543,NA,NA,NA,NA
"1216",1968-01-29,3.19980363966054,43126,1,29,1968.07786885246,1417,1968,1216,1.16308944531684,3.45465525697864,1.83965111908507,-1.82412084744567,0.743743241411059,NA,NA,NA,NA
"1217",1968-01-30,3.96435849161483,43127,1,30,1968.0806010929,1417,1968,1217,1.3773440492138,3.17957732082577,1.94725513528605,-1.7908764470255,0.744764805183783,NA,NA,NA,NA
"1218",1968-01-31,3.8794079525088,43128,1,31,1968.08333333333,1417,1968,1218,1.35568255243262,3.15530573822405,2.04919578221328,-1.78636434214441,0.745427796780164,NA,NA,NA,NA
"1219",1968-02-01,8.77822237428998,43129,2,32,1968.08606557377,1418,1968,1219,2.17227392408369,3.96840375538178,2.32103750735259,-1.66157389117714,0.736626014753173,NA,NA,NA,NA
"1220",1968-02-02,13.1106998686976,43130,2,33,1968.08879781421,1418,1968,1220,2.57342868069073,5.4327892390191,2.73918293873005,-1.59197545788997,0.729776805597942,NA,NA,NA,NA
"1221",1968-02-03,9.23129191618882,43131,2,34,1968.09153005464,1418,1968,1221,2.22259900797121,6.4157883343889,3.02895866656952,-1.63826383393359,0.736937008290389,NA,NA,NA,NA
"1222",1968-02-04,5.35188396368002,43132,2,35,1968.09426229508,1418,1968,1222,1.67744864166414,6.78795260094866,3.19036469087098,-1.71300662476619,0.745741238946251,NA,NA,NA,NA
"1223",1968-02-05,3.73782372066541,43133,2,36,1968.09699453552,1418,1968,1223,1.31850354919087,6.86481261252078,3.29891260195091,-1.75523596274345,0.74887647493017,NA,NA,NA,NA
"1224",1968-02-06,3.02990256144848,43134,2,37,1968.09972677596,1418,1968,1224,1.1085304610664,6.7313189082113,3.38386314105694,-1.7746135579147,0.74951101167007,NA,NA,NA,NA
"1225",1968-02-07,2.7467340977617,43135,2,38,1968.10245901639,1418,1968,1225,1.01041260510788,6.56950835753315,3.46126252113133,-1.78004261070284,0.750227676575608,NA,NA,NA,NA
"1226",1968-02-08,2.29366455586287,43136,2,39,1968.10519125683,1418,1968,1226,0.830150781276936,5.6431429549007,3.52450347802137,-1.79605264831498,0.750975103042438,NA,NA,NA,NA
"1227",1968-02-09,2.01049609217609,43137,2,40,1968.10792349727,1418,1968,1227,0.698381503645813,4.05739955825477,3.57736159124291,-1.80606244426419,0.751770781024971,NA,NA,NA,NA
"1228",1968-02-10,1.55742655027725,43138,2,41,1968.1106557377,1418,1968,1228,0.443034811836969,2.96113307741026,3.61322959664323,-1.82911320130785,0.752443320329704,NA,NA,NA,NA
"1229",1968-02-11,2.01049609217609,43139,2,42,1968.11338797814,1418,1968,1229,0.698381503645813,2.4837919529097,3.66419992010685,-1.79249767226159,0.753361163038494,NA,NA,NA,NA
"1230",1968-02-12,1.47247601117122,43140,2,43,1968.11612021858,1418,1968,1230,0.386945345185925,2.16017085155339,3.69534845111239,-1.81975703914424,0.753914967952686,NA,NA,NA,NA
"1231",1968-02-13,1.04772331564106,43141,2,44,1968.11885245902,1418,1968,1231,0.0466195392487221,1.87700238786661,3.70950687429673,-1.83717331157883,0.753619394590577,NA,NA,NA,NA
"1232",1968-02-14,0.792871698322966,43142,2,45,1968.12158469945,1418,1968,1232,-0.232093863220298,1.59787918794679,3.71517024357047,-1.85034256813295,0.753591782870525,NA,NA,NA,NA
"1233",1968-02-15,0.622970620110902,43143,2,46,1968.12431693989,1418,1968,1233,-0.473255920037187,1.35920862569651,3.71517024357047,-1.86094189848339,0.753738140600029,NA,NA,NA,NA
"1234",1968-02-16,0.622970620110902,43144,2,47,1968.12704918033,1418,1968,1234,-0.473255920037187,1.16099070111577,3.71328245381256,-1.85582294327244,0.754474822598241,NA,NA,NA,NA
"1235",1968-02-17,0.991089622903707,43145,2,48,1968.12978142077,1418,1968,1235,-0.0089503119060887,1.08008542577669,3.72177750772316,-1.81750307668348,0.756454312299067,NA,NA,NA,NA
"1236",1968-02-18,0.792871698322966,43146,2,49,1968.1325136612,1418,1968,1236,-0.232093863220298,0.906139083797675,3.71045076917569,-1.82882717861339,0.756460801815288,NA,NA,NA,NA
"1237",1968-02-19,0.651287466479579,43147,2,50,1968.13524590164,1418,1968,1237,-0.428804157466353,0.788826434556012,3.62266854543279,-1.83854820048047,0.756606816797661,NA,NA,NA,NA
"1238",1968-02-20,0.622970620110902,43148,2,51,1968.13797814208,1418,1968,1238,-0.473255920037187,0.728147478051703,3.35837797932513,-1.83718096018642,0.757170467501736,NA,NA,NA,NA
